Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
4920,16/08/20,8:00 AM,Delhi,-,-,136251,4188,151928
4921,16/08/20,8:00 AM,Goa,-,-,7488,98,11339
4922,16/08/20,8:00 AM,Gujarat,-,-,60553,2765,77559
4923,16/08/20,8:00 AM,Haryana,-,-,38939,528,46410
4924,16/08/20,8:00 AM,Himachal Pradesh,-,-,2632,19,3993
4925,16/08/20,8:00 AM,Jammu and Kashmir,-,-,20676,527,28021
4926,16/08/20,8:00 AM,Jharkhand,-,-,14024,228,22389
4927,16/08/20,8:00 AM,Karnataka,-,-,134811,3831,219926
4928,16/08/20,8:00 AM,Kerala,-,-,27795,146,42885
4929,16/08/20,8:00 AM,Ladakh,-,-,1307,10,1909
4930,16/08/20,8:00 AM,Madhya Pradesh,-,-,33353,1094,44433
4931,16/08/20,8:00 AM,Maharashtra,-,-,408286,19749,584754
4932,16/08/20,8:00 AM,Manipur,-,-,2438,13,4390
4933,16/08/20,8:00 AM,Meghalaya,-,-,596,6,1292
4934,16/08/20,8:00 AM,Mizoram,-,-,356,0,777
4935,16/08/20,8:00 AM,Nagaland,-,-,1321,8,3340
4936,16/08/20,8:00 AM,Odisha,-,-,40727,333,57126
4937,16/08/20,8:00 AM,Puducherry,-,-,4224,106,7354
4938,16/08/20,8:00 AM,Punjab,-,-,18863,771,30041
4939,16/08/20,8:00 AM,Rajasthan,-,-,45254,862,59979
4940,16/08/20,8:00 AM,Sikkim,-,-,661,1,1148
4941,16/08/20,8:00 AM,Tamil Nadu,-,-,272251,5641,332105
4942,16/08/20,8:00 AM,Telengana,-,-,68126,693,91361
4943,16/08/20,8:00 AM,Tripura,-,-,5151,55,7061
4944,16/08/20,8:00 AM,Uttarakhand,-,-,7748,151,11940
4945,16/08/20,8:00 AM,Uttar Pradesh,-,-,96231,2393,150061
4946,16/08/20,8:00 AM,West Bengal,-,-,83836,2377,113432
4947,17/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1226,28,2399
4948,17/08/20,8:00 AM,Andhra Pradesh,-,-,201234,2650,289829
4949,17/08/20,8:00 AM,Arunachal Pradesh,-,-,1808,5,2701
4950,17/08/20,8:00 AM,Assam,-,-,55215,189,76875
4951,17/08/20,8:00 AM,Bihar,-,-,72324,461,103844
4952,17/08/20,8:00 AM,Chandigarh,-,-,1137,29,2102
4953,17/08/20,8:00 AM,Chhattisgarh,-,-,10235,141,15471
4954,17/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1431,2,1878
4955,17/08/20,8:00 AM,Delhi,-,-,137561,4196,152580
4956,17/08/20,8:00 AM,Goa,-,-,7775,104,11639
4957,17/08/20,8:00 AM,Gujarat,-,-,61512,2785,78680
4958,17/08/20,8:00 AM,Haryana,-,-,39601,538,47153
4959,17/08/20,8:00 AM,Himachal Pradesh,-,-,2720,19,4156
4960,17/08/20,8:00 AM,Jammu and Kashmir,-,-,20943,542,28470
4961,17/08/20,8:00 AM,Jharkhand,-,-,14699,244,23055
4962,17/08/20,8:00 AM,Karnataka,-,-,141491,3947,226966
4963,17/08/20,8:00 AM,Kerala,-,-,28894,156,44415
4964,17/08/20,8:00 AM,Ladakh,-,-,1356,14,1948
4965,17/08/20,8:00 AM,Madhya Pradesh,-,-,34038,1105,45455
4966,17/08/20,8:00 AM,Maharashtra,-,-,417123,20037,595865
4967,17/08/20,8:00 AM,Manipur,-,-,2632,16,4569
4968,17/08/20,8:00 AM,Meghalaya,-,-,675,6,1374
4969,17/08/20,8:00 AM,Mizoram,-,-,371,0,789
4970,17/08/20,8:00 AM,Nagaland,-,-,1422,8,3394
4971,17/08/20,8:00 AM,Odisha,-,-,42277,343,60050
4972,17/08/20,8:00 AM,Puducherry,-,-,4443,110,7732
4973,17/08/20,8:00 AM,Punjab,-,-,19431,812,31206
4974,17/08/20,8:00 AM,Rajasthan,-,-,46604,876,61296
4975,17/08/20,8:00 AM,Sikkim,-,-,673,1,1167
4976,17/08/20,8:00 AM,Tamil Nadu,-,-,278270,5766,338055
4977,17/08/20,8:00 AM,Telengana,-,-,70132,703,92255
4978,17/08/20,8:00 AM,Tripura,-,-,5286,59,7204
4979,17/08/20,8:00 AM,Uttarakhand,-,-,8100,152,12175
4980,17/08/20,8:00 AM,Uttar Pradesh,-,-,100432,2449,154418
4981,17/08/20,8:00 AM,West Bengal,-,-,86771,2428,116498
4982,18/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1325,29,2445
4983,18/08/20,8:00 AM,Andhra Pradesh,-,-,209100,2732,296609
4984,18/08/20,8:00 AM,Arunachal Pradesh,-,-,1893,5,2741
4985,18/08/20,8:00 AM,Assam,-,-,56734,197,79667
4986,18/08/20,8:00 AM,Bihar,-,-,76452,468,106307
4987,18/08/20,8:00 AM,Chandigarh,-,-,1183,30,2216
4988,18/08/20,8:00 AM,Chhattisgarh,-,-,10598,150,16025
4989,18/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1459,2,1908
4990,18/08/20,8:00 AM,Delhi,-,-,138301,4214,153367
4991,18/08/20,8:00 AM,Goa,-,-,8058,111,11994
4992,18/08/20,8:00 AM,Gujarat,-,-,62595,2800,79710
4993,18/08/20,8:00 AM,Haryana,-,-,40610,550,48040
4994,18/08/20,8:00 AM,Himachal Pradesh,-,-,2834,19,4174
4995,18/08/20,8:00 AM,Jammu and Kashmir,-,-,21296,548,28892
4996,18/08/20,8:00 AM,Jharkhand,-,-,15051,250,23752
4997,18/08/20,8:00 AM,Karnataka,-,-,148562,4062,233283
4998,18/08/20,8:00 AM,Kerala,-,-,30025,169,46140
4999,18/08/20,8:00 AM,Ladakh,-,-,1368,14,1966
5000,18/08/20,8:00 AM,Madhya Pradesh,-,-,35025,1128,46385
5001,18/08/20,8:00 AM,Maharashtra,-,-,428514,20265,604358
5002,18/08/20,8:00 AM,Manipur,-,-,2734,17,4687
5003,18/08/20,8:00 AM,Meghalaya,-,-,679,6,1418
5004,18/08/20,8:00 AM,Mizoram,-,-,372,0,789
5005,18/08/20,8:00 AM,Nagaland,-,-,1530,8,3455
5006,18/08/20,8:00 AM,Odisha,-,-,43780,353,62294
5007,18/08/20,8:00 AM,Puducherry,-,-,4627,114,8029
5008,18/08/20,8:00 AM,Punjab,-,-,20180,863,32696
5009,18/08/20,8:00 AM,Rajasthan,-,-,47654,887,62630
5010,18/08/20,8:00 AM,Sikkim,-,-,701,1,1187
5011,18/08/20,8:00 AM,Tamil Nadu,-,-,283937,5886,343945
5012,18/08/20,8:00 AM,Telengana,-,-,72202,711,93937
5013,18/08/20,8:00 AM,Tripura,-,-,5404,62,7409
5014,18/08/20,8:00 AM,Uttarakhand,-,-,8485,158,12493
5015,18/08/20,8:00 AM,Uttar Pradesh,-,-,104808,2515,158216
5016,18/08/20,8:00 AM,West Bengal,-,-,89703,2473,119578
5017,19/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1421,30,2529
5018,19/08/20,8:00 AM,Andhra Pradesh,-,-,218311,2820,306261
5019,19/08/20,8:00 AM,Arunachal Pradesh,-,-,1949,5,2875
5020,19/08/20,8:00 AM,Assam,-,-,58294,203,82201
5021,19/08/20,8:00 AM,Bihar,-,-,80330,476,109498
5022,19/08/20,8:00 AM,Chandigarh,-,-,1243,30,2305
5023,19/08/20,8:00 AM,Chhattisgarh,-,-,10847,158,16833
5024,19/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1524,2,1951
5025,19/08/20,8:00 AM,Delhi,-,-,139447,4226,154741
5026,19/08/20,8:00 AM,Goa,-,-,8356,116,12333
5027,19/08/20,8:00 AM,Gujarat,-,-,63703,2820,80802
5028,19/08/20,8:00 AM,Haryana,-,-,41298,557,48936
5029,19/08/20,8:00 AM,Himachal Pradesh,-,-,2923,19,4235
5030,19/08/20,8:00 AM,Jammu and Kashmir,-,-,21886,561,29326
5031,19/08/20,8:00 AM,Jharkhand,-,-,15507,262,24477
5032,19/08/20,8:00 AM,Karnataka,-,-,156949,4201,240948
5033,19/08/20,8:00 AM,Kerala,-,-,31390,175,47898
5034,19/08/20,8:00 AM,Ladakh,-,-,1395,17,2010
5035,19/08/20,8:00 AM,Madhya Pradesh,-,-,35713,1141,47375
5036,19/08/20,8:00 AM,Maharashtra,-,-,437870,20687,615477
5037,19/08/20,8:00 AM,Manipur,-,-,2789,18,4765
5038,19/08/20,8:00 AM,Meghalaya,-,-,685,6,1457
5039,19/08/20,8:00 AM,Mizoram,-,-,379,0,860
5040,19/08/20,8:00 AM,Nagaland,-,-,1664,8,3520
5041,19/08/20,8:00 AM,Odisha,-,-,45315,362,64533
5042,19/08/20,8:00 AM,Puducherry,-,-,4909,123,8396
5043,19/08/20,8:00 AM,Punjab,-,-,21762,898,34400
5044,19/08/20,8:00 AM,Rajasthan,-,-,48960,898,63977
5045,19/08/20,8:00 AM,Sikkim,-,-,755,2,1207
5046,19/08/20,8:00 AM,Tamil Nadu,-,-,289787,6007,349654
5047,19/08/20,8:00 AM,Telengana,-,-,73991,719,95700
5048,19/08/20,8:00 AM,Tripura,-,-,5497,65,7645
5049,19/08/20,8:00 AM,Uttarakhand,-,-,8724,164,12961
5050,19/08/20,8:00 AM,Uttar Pradesh,-,-,109607,2585,162434
5051,19/08/20,8:00 AM,West Bengal,-,-,92690,2528,122753
5052,20/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1529,30,2604
5053,20/08/20,8:00 AM,Andhra Pradesh,-,-,226372,2906,316003
5054,20/08/20,8:00 AM,Arunachal Pradesh,-,-,2022,5,2950
5055,20/08/20,8:00 AM,Assam,-,-,60348,213,84317
5056,20/08/20,8:00 AM,Bihar,-,-,84404,487,112437
5057,20/08/20,8:00 AM,Chandigarh,-,-,1351,31,2396
5058,20/08/20,8:00 AM,Chhattisgarh,-,-,11185,161,17485
5059,20/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1604,2,1995
5060,20/08/20,8:00 AM,Delhi,-,-,140767,4235,156139
5061,20/08/20,8:00 AM,Goa,-,-,8713,124,12675
5062,20/08/20,8:00 AM,Gujarat,-,-,64823,2837,81942
5063,20/08/20,8:00 AM,Haryana,-,-,42056,567,49930
5064,20/08/20,8:00 AM,Himachal Pradesh,-,-,2992,19,4411
5065,20/08/20,8:00 AM,Jammu and Kashmir,-,-,22497,572,30034
5066,20/08/20,8:00 AM,Jharkhand,-,-,16175,277,26090
5067,20/08/20,8:00 AM,Karnataka,-,-,164150,4327,249590
5068,20/08/20,8:00 AM,Kerala,-,-,32607,182,50231
5069,20/08/20,8:00 AM,Ladakh,-,-,1397,18,2048
5070,20/08/20,8:00 AM,Madhya Pradesh,-,-,36475,1159,48351
5071,20/08/20,8:00 AM,Maharashtra,-,-,446881,21033,628642
5072,20/08/20,8:00 AM,Manipur,-,-,2885,18,4876
5073,20/08/20,8:00 AM,Meghalaya,-,-,694,6,1506
5074,20/08/20,8:00 AM,Mizoram,-,-,384,0,873
5075,20/08/20,8:00 AM,Nagaland,-,-,1706,8,3558
5076,20/08/20,8:00 AM,Odisha,-,-,46936,372,67122
5077,20/08/20,8:00 AM,Puducherry,-,-,5312,129,8750
5078,20/08/20,8:00 AM,Punjab,-,-,22703,921,36084
5079,20/08/20,8:00 AM,Rajasthan,-,-,49963,910,65289
5080,20/08/20,8:00 AM,Sikkim,-,-,789,3,1232
5081,20/08/20,8:00 AM,Tamil Nadu,-,-,296171,6123,355449
5082,20/08/20,8:00 AM,Telengana,-,-,75186,729,97424
5083,20/08/20,8:00 AM,Tripura,-,-,5565,65,7835
5084,20/08/20,8:00 AM,Uttarakhand,-,-,9132,178,13225
5085,20/08/20,8:00 AM,Uttar Pradesh,-,-,115227,2638,167510
5086,20/08/20,8:00 AM,West Bengal,-,-,95663,2581,125922
5087,21/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1638,31,2680
5088,21/08/20,8:00 AM,Andhra Pradesh,-,-,235218,3001,325396
5089,21/08/20,8:00 AM,Arunachal Pradesh,-,-,2093,5,3066
5090,21/08/20,8:00 AM,Assam,-,-,63120,221,86052
5091,21/08/20,8:00 AM,Bihar,-,-,87660,492,114941
5092,21/08/20,8:00 AM,Chandigarh,-,-,1390,31,2515
5093,21/08/20,8:00 AM,Chhattisgarh,-,-,11739,168,18501
5094,21/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1627,2,2030
5095,21/08/20,8:00 AM,Delhi,-,-,141826,4257,157354
5096,21/08/20,8:00 AM,Goa,-,-,9063,126,13099
5097,21/08/20,8:00 AM,Gujarat,-,-,65946,2853,83107
5098,21/08/20,8:00 AM,Haryana,-,-,42793,578,50926
5099,21/08/20,8:00 AM,Himachal Pradesh,-,-,3085,23,4538
5100,21/08/20,8:00 AM,Jammu and Kashmir,-,-,23225,578,30717
5101,21/08/20,8:00 AM,Jharkhand,-,-,17057,286,26753
5102,21/08/20,8:00 AM,Karnataka,-,-,170381,4429,256975
5103,21/08/20,8:00 AM,Kerala,-,-,33824,191,52199
5104,21/08/20,8:00 AM,Ladakh,-,-,1436,18,2077
5105,21/08/20,8:00 AM,Madhya Pradesh,-,-,37540,1171,49493
5106,21/08/20,8:00 AM,Maharashtra,-,-,459124,21359,643289
5107,21/08/20,8:00 AM,Manipur,-,-,3002,18,4925
5108,21/08/20,8:00 AM,Meghalaya,-,-,730,6,1661
5109,21/08/20,8:00 AM,Mizoram,-,-,402,0,895
5110,21/08/20,8:00 AM,Nagaland,-,-,1921,8,3583
5111,21/08/20,8:00 AM,Odisha,-,-,48577,380,70020
5112,21/08/20,8:00 AM,Puducherry,-,-,5634,137,9292
5113,21/08/20,8:00 AM,Punjab,-,-,23037,957,37824
5114,21/08/20,8:00 AM,Rajasthan,-,-,51190,921,66619
5115,21/08/20,8:00 AM,Sikkim,-,-,827,3,1290
5116,21/08/20,8:00 AM,Tamil Nadu,-,-,301913,6239,361435
5117,21/08/20,8:00 AM,Telengana,-,-,76967,737,99391
5118,21/08/20,8:00 AM,Tripura,-,-,5649,69,8091
5119,21/08/20,8:00 AM,Uttarakhand,-,-,9433,187,13636
5120,21/08/20,8:00 AM,Uttar Pradesh,-,-,121090,2733,172334
5121,21/08/20,8:00 AM,West Bengal,-,-,98789,2634,129119
5122,22/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1744,32,2747
5123,22/08/20,8:00 AM,Andhra Pradesh,-,-,244045,3092,334940
5124,22/08/20,8:00 AM,Arunachal Pradesh,-,-,2125,5,3126
5125,22/08/20,8:00 AM,Assam,-,-,65596,227,87908
5126,22/08/20,8:00 AM,Bihar,-,-,91552,498,117413
5127,22/08/20,8:00 AM,Chandigarh,-,-,1426,33,2631
5128,22/08/20,8:00 AM,Chhattisgarh,-,-,12022,180,19510
5129,22/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1652,2,2082
5130,22/08/20,8:00 AM,Delhi,-,-,142908,4270,158604
5131,22/08/20,8:00 AM,Goa,-,-,9540,135,13484
5132,22/08/20,8:00 AM,Gujarat,-,-,67267,2867,84311
5133,22/08/20,8:00 AM,Haryana,-,-,43413,585,52129
5134,22/08/20,8:00 AM,Himachal Pradesh,-,-,3234,25,4728
5135,22/08/20,8:00 AM,Jammu and Kashmir,-,-,23805,593,31371
5136,22/08/20,8:00 AM,Jharkhand,-,-,18372,297,28196
5137,22/08/20,8:00 AM,Karnataka,-,-,176942,4522,264546
5138,22/08/20,8:00 AM,Kerala,-,-,35243,203,54182
5139,22/08/20,8:00 AM,Ladakh,-,-,1449,19,2133
5140,22/08/20,8:00 AM,Madhya Pradesh,-,-,38527,1185,50640
5141,22/08/20,8:00 AM,Maharashtra,-,-,470873,21698,657450
5142,22/08/20,8:00 AM,Manipur,-,-,3261,20,5049
5143,22/08/20,8:00 AM,Meghalaya,-,-,749,6,1718
5144,22/08/20,8:00 AM,Mizoram,-,-,420,0,903
5145,22/08/20,8:00 AM,Nagaland,-,-,2074,8,3619
5146,22/08/20,8:00 AM,Odisha,-,-,50504,390,72718
5147,22/08/20,8:00 AM,Puducherry,-,-,5934,143,9594
5148,22/08/20,8:00 AM,Punjab,-,-,23893,991,39327
5149,22/08/20,8:00 AM,Rajasthan,-,-,52496,933,67954
5150,22/08/20,8:00 AM,Sikkim,-,-,834,3,1336
5151,22/08/20,8:00 AM,Tamil Nadu,-,-,307677,6340,367430
5152,22/08/20,8:00 AM,Telengana,-,-,78735,744,101865
5153,22/08/20,8:00 AM,Tripura,-,-,6061,70,8371
5154,22/08/20,8:00 AM,Uttarakhand,-,-,9676,192,14083
5155,22/08/20,8:00 AM,Uttar Pradesh,-,-,126657,2797,177239
5156,22/08/20,8:00 AM,West Bengal,-,-,101871,2689,132364
5157,23/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1853,32,2808
5158,23/08/20,8:00 AM,Andhra Pradesh,-,-,252638,3189,345216
5159,23/08/20,8:00 AM,Arunachal Pradesh,-,-,2228,5,3223
5160,23/08/20,8:00 AM,Assam,-,-,67641,234,89468
5161,23/08/20,8:00 AM,Bihar,-,-,94858,503,119529
5162,23/08/20,8:00 AM,Chandigarh,-,-,1471,33,2776
5163,23/08/20,8:00 AM,Chhattisgarh,-,-,12394,189,20078
5164,23/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1702,2,2120
5165,23/08/20,8:00 AM,Delhi,-,-,144138,4284,160016
5166,23/08/20,8:00 AM,Goa,-,-,10019,140,13790
5167,23/08/20,8:00 AM,Gujarat,-,-,68243,2881,85523
5168,23/08/20,8:00 AM,Haryana,-,-,44013,597,53290
5169,23/08/20,8:00 AM,Himachal Pradesh,-,-,3341,29,4895
5170,23/08/20,8:00 AM,Jammu and Kashmir,-,-,24398,608,31981
5171,23/08/20,8:00 AM,Jharkhand,-,-,18507,308,28571
5172,23/08/20,8:00 AM,Karnataka,-,-,184568,4615,271876
5173,23/08/20,8:00 AM,Kerala,-,-,36535,218,56354
5174,23/08/20,8:00 AM,Ladakh,-,-,1469,21,2210
5175,23/08/20,8:00 AM,Madhya Pradesh,-,-,39399,1206,51866
5176,23/08/20,8:00 AM,Maharashtra,-,-,480114,21995,671942
5177,23/08/20,8:00 AM,Manipur,-,-,3455,22,5132
5178,23/08/20,8:00 AM,Meghalaya,-,-,769,7,1811
5179,23/08/20,8:00 AM,Mizoram,-,-,423,0,917
5180,23/08/20,8:00 AM,Nagaland,-,-,2166,9,3635
5181,23/08/20,8:00 AM,Odisha,-,-,52277,399,75537
5182,23/08/20,8:00 AM,Puducherry,-,-,6307,151,10112
5183,23/08/20,8:00 AM,Punjab,-,-,24302,1036,40643
5184,23/08/20,8:00 AM,Rajasthan,-,-,54144,944,69264
5185,23/08/20,8:00 AM,Sikkim,-,-,871,3,1381
5186,23/08/20,8:00 AM,Tamil Nadu,-,-,313280,6420,373410
5187,23/08/20,8:00 AM,Telengana,-,-,80586,755,104249
5188,23/08/20,8:00 AM,Tripura,-,-,6182,72,8702
5189,23/08/20,8:00 AM,Uttarakhand,-,-,10021,195,14566
5190,23/08/20,8:00 AM,Uttar Pradesh,-,-,131295,2867,182453
5191,23/08/20,8:00 AM,West Bengal,-,-,104959,2737,135596
5192,24/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1963,33,2860
5193,24/08/20,8:00 AM,Andhra Pradesh,-,-,260087,3282,353111
5194,24/08/20,8:00 AM,Arunachal Pradesh,-,-,2297,5,3263
5195,24/08/20,8:00 AM,Assam,-,-,70900,242,90740
5196,24/08/20,8:00 AM,Bihar,-,-,98325,511,121947
5197,24/08/20,8:00 AM,Chandigarh,-,-,1492,37,2918
5198,24/08/20,8:00 AM,Chhattisgarh,-,-,12931,197,20918
5199,24/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1753,2,2161
5200,24/08/20,8:00 AM,Delhi,-,-,145388,4300,161466
5201,24/08/20,8:00 AM,Goa,-,-,10472,144,13999
5202,24/08/20,8:00 AM,Gujarat,-,-,69212,2895,86624
5203,24/08/20,8:00 AM,Haryana,-,-,44822,603,54386
5204,24/08/20,8:00 AM,Himachal Pradesh,-,-,3461,29,5001
5205,24/08/20,8:00 AM,Jammu and Kashmir,-,-,24832,617,32647
5206,24/08/20,8:00 AM,Jharkhand,-,-,19629,312,29677
5207,24/08/20,8:00 AM,Karnataka,-,-,189564,4683,277814
5208,24/08/20,8:00 AM,Kerala,-,-,37645,223,58262
5209,24/08/20,8:00 AM,Ladakh,-,-,1491,23,2279
5210,24/08/20,8:00 AM,Madhya Pradesh,-,-,40390,1229,53129
5211,24/08/20,8:00 AM,Maharashtra,-,-,488271,22253,682383
5212,24/08/20,8:00 AM,Manipur,-,-,3616,22,5246
5213,24/08/20,8:00 AM,Meghalaya,-,-,776,8,1917
5214,24/08/20,8:00 AM,Mizoram,-,-,459,0,918
5215,24/08/20,8:00 AM,Nagaland,-,-,2294,9,3686
5216,24/08/20,8:00 AM,Odisha,-,-,54406,409,78530
5217,24/08/20,8:00 AM,Puducherry,-,-,6657,159,10522
5218,24/08/20,8:00 AM,Punjab,-,-,26528,1086,41779
5219,24/08/20,8:00 AM,Rajasthan,-,-,55324,955,70609
5220,24/08/20,8:00 AM,Sikkim,-,-,871,3,1403
5221,24/08/20,8:00 AM,Tamil Nadu,-,-,319327,6517,379385
5222,24/08/20,8:00 AM,Telengana,-,-,82411,761,106091
5223,24/08/20,8:00 AM,Tripura,-,-,6341,73,8902
5224,24/08/20,8:00 AM,Uttarakhand,-,-,10480,200,15124
5225,24/08/20,8:00 AM,Uttar Pradesh,-,-,135613,2926,187781
5226,24/08/20,8:00 AM,West Bengal,-,-,108007,2794,138870
5227,25/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2092,35,2904
5228,25/08/20,8:00 AM,Andhra Pradesh,-,-,268828,3368,361712
5229,25/08/20,8:00 AM,Arunachal Pradesh,-,-,2427,5,3312
5230,25/08/20,8:00 AM,Assam,-,-,73090,252,92619
5231,25/08/20,8:00 AM,Bihar,-,-,101292,514,123198
5232,25/08/20,8:00 AM,Chandigarh,-,-,1646,37,3035
5233,25/08/20,8:00 AM,Chhattisgarh,-,-,13424,206,22054
5234,25/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1786,2,2181
5235,25/08/20,8:00 AM,Delhi,-,-,146588,4313,162527
5236,25/08/20,8:00 AM,Goa,-,-,10909,148,14138
5237,25/08/20,8:00 AM,Gujarat,-,-,70231,2908,87691
5238,25/08/20,8:00 AM,Haryana,-,-,45405,613,55460
5239,25/08/20,8:00 AM,Himachal Pradesh,-,-,3584,29,5101
5240,25/08/20,8:00 AM,Jammu and Kashmir,-,-,25205,624,33075
5241,25/08/20,8:00 AM,Jharkhand,-,-,20870,330,31005
5242,25/08/20,8:00 AM,Karnataka,-,-,197625,4810,283665
5243,25/08/20,8:00 AM,Kerala,-,-,38883,234,59504
5244,25/08/20,8:00 AM,Ladakh,-,-,1517,23,2330
5245,25/08/20,8:00 AM,Madhya Pradesh,-,-,41231,1246,54421
5246,25/08/20,8:00 AM,Maharashtra,-,-,502490,22465,693398
5247,25/08/20,8:00 AM,Manipur,-,-,3714,22,5362
5248,25/08/20,8:00 AM,Meghalaya,-,-,789,8,1976
5249,25/08/20,8:00 AM,Mizoram,-,-,461,0,953
5250,25/08/20,8:00 AM,Nagaland,-,-,2396,9,3714
5251,25/08/20,8:00 AM,Odisha,-,-,56925,419,81479
5252,25/08/20,8:00 AM,Puducherry,-,-,6942,164,10859
5253,25/08/20,8:00 AM,Punjab,-,-,28357,1129,43284
5254,25/08/20,8:00 AM,Rajasthan,-,-,56600,967,71955
5255,25/08/20,8:00 AM,Sikkim,-,-,934,3,1446
5256,25/08/20,8:00 AM,Tamil Nadu,-,-,325456,6614,385352
5257,25/08/20,8:00 AM,Telengana,-,-,84163,770,108670
5258,25/08/20,8:00 AM,Tripura,-,-,6414,78,9195
5259,25/08/20,8:00 AM,Uttarakhand,-,-,10912,207,15529
5260,25/08/20,8:00 AM,Uttar Pradesh,-,-,140107,2987,192382
5261,25/08/20,8:00 AM,West Bengal,-,-,111292,2851,141837
5262,26/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2231,37,2945
5263,26/08/20,8:00 AM,Andhra Pradesh,-,-,278247,3460,371639
5264,26/08/20,8:00 AM,Arunachal Pradesh,-,-,2508,5,3412
5265,26/08/20,8:00 AM,Assam,-,-,74814,260,94592
5266,26/08/20,8:00 AM,Bihar,-,-,104301,519,124536
5267,26/08/20,8:00 AM,Chandigarh,-,-,1713,40,3209
5268,26/08/20,8:00 AM,Chhattisgarh,-,-,13732,221,23341
5269,26/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1820,2,2203
5270,26/08/20,8:00 AM,Delhi,-,-,147743,4330,164071
5271,26/08/20,8:00 AM,Goa,-,-,11224,157,14530
5272,26/08/20,8:00 AM,Gujarat,-,-,71236,2928,88805
5273,26/08/20,8:00 AM,Haryana,-,-,46496,623,56608
5274,26/08/20,8:00 AM,Himachal Pradesh,-,-,3748,30,5154
5275,26/08/20,8:00 AM,Jammu and Kashmir,-,-,25594,638,33776
5276,26/08/20,8:00 AM,Jharkhand,-,-,21388,347,31973
5277,26/08/20,8:00 AM,Karnataka,-,-,204439,4958,291826
5278,26/08/20,8:00 AM,Kerala,-,-,40339,244,61879
5279,26/08/20,8:00 AM,Ladakh,-,-,1549,24,2420
5280,26/08/20,8:00 AM,Madhya Pradesh,-,-,42310,1265,55800
5281,26/08/20,8:00 AM,Maharashtra,-,-,514790,22794,703823
5282,26/08/20,8:00 AM,Manipur,-,-,3812,24,5444
5283,26/08/20,8:00 AM,Meghalaya,-,-,832,8,2018
5284,26/08/20,8:00 AM,Mizoram,-,-,464,0,967
5285,26/08/20,8:00 AM,Nagaland,-,-,2611,9,3752
5286,26/08/20,8:00 AM,Odisha,-,-,59470,428,84231
5287,26/08/20,8:00 AM,Puducherry,-,-,7273,172,11426
5288,26/08/20,8:00 AM,Punjab,-,-,29145,1178,44577
5289,26/08/20,8:00 AM,Rajasthan,-,-,58126,980,73325
5290,26/08/20,8:00 AM,Sikkim,-,-,1054,3,1475
5291,26/08/20,8:00 AM,Tamil Nadu,-,-,332454,6721,391303
5292,26/08/20,8:00 AM,Telengana,-,-,85223,780,111688
5293,26/08/20,8:00 AM,Tripura,-,-,6574,83,9523
5294,26/08/20,8:00 AM,Uttarakhand,-,-,11201,213,16014
5295,26/08/20,8:00 AM,Uttar Pradesh,-,-,144754,3059,197388
5296,26/08/20,8:00 AM,West Bengal,-,-,114543,2909,144801
5297,27/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2309,41,2985
5298,27/08/20,8:00 AM,Andhra Pradesh,-,-,286720,3541,382469
5299,27/08/20,8:00 AM,Arunachal Pradesh,-,-,2563,5,3555
5300,27/08/20,8:00 AM,Assam,-,-,76962,274,96771
5301,27/08/20,8:00 AM,Bihar,-,-,106361,530,126714
5302,27/08/20,8:00 AM,Chandigarh,-,-,1796,41,3376
5303,27/08/20,8:00 AM,Chhattisgarh,-,-,14145,231,24550
5304,27/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1862,2,2228
5305,27/08/20,8:00 AM,Delhi,-,-,148897,4347,165764
5306,27/08/20,8:00 AM,Goa,-,-,11511,165,15027
5307,27/08/20,8:00 AM,Gujarat,-,-,72282,2945,89994
5308,27/08/20,8:00 AM,Haryana,-,-,47613,634,58005
5309,27/08/20,8:00 AM,Himachal Pradesh,-,-,3810,32,5321
5310,27/08/20,8:00 AM,Jammu and Kashmir,-,-,26193,657,34480
